1	1	-0.69	-0.96	-1.16	-0.66	-0.55	0.12	-1.07	-1.22	0.82	1.4	0.71	0.68	0.11	-0.04	0.19	0.82
2	1	-0.21	0.19	0.86	0.04	-0.35	-0.39	-0.51	-0.2	0.0	0.77	0.41	0.14	-0.45	-1.23	-0.325	0.0
3	1	-0.3	-0.56	-0.29	-0.5	-0.27	-0.29	-0.56	-1.04	0.32	0.9	0.45	0.17	0.164	-0.12	-0.16	0.67
4	1	0.07	0.26	-0.47	-0.68	-0.63	-0.39	0.07	0.79	0.58	0.31	-0.14	-0.29	-0.103	-0.2	-0.06	0.36
5	1	-1.04	0.13	0.51	-0.44	-0.88	-0.32	0.21	0.95	1.07	0.38	0.01	-0.13	-0.78	-0.13	0.092	0.0
6	1	-1.17	0.09	-0.52	-1.04	-1.16	-0.83	0.17	0.93	0.89	0.52	-0.24	-0.46	-0.215	0.2	0.91	0.68
7	1	-0.16	0.35	-0.13	-0.26	-0.4	-0.47	0.1	0.74	0.45	0.04	-0.3	-0.3	-0.118	-0.59	0.14	0.2
8	1	-0.89	0.77	-0.25	-0.71	-0.33	0.05	-0.15	-0.42	0.68	-0.06	0.17	-0.15	0.07	-0.046	-0.23	0.58
9	1	-0.18	0.14	-0.04	-0.76	-0.68	-0.53	-0.37	0.19	0.81	0.56	0.03	-0.26	-0.13	-0.41	0.09	0.45
10	1	-0.42	-0.57	0.08	-0.44	-0.36	-0.18	-0.15	0.56	0.63	0.48	-0.67	-0.45	0.096	-0.02	-0.05	0.6
11	1	-0.15	0.32	0.23	-0.76	-1.16	-0.9	-0.23	0.28	0.45	0.99	0.2	-0.28	-0.53	0.014	0.0	0.54
12	1	-1.18	-1.02	-1.74	-1.69	-0.82	-0.19	-0.31	0.72	0.76	1.43	0.44	0.0	0.266	0.22	0.47	1.16
13	1	-0.29	-0.86	-1.21	-0.86	-0.54	-0.51	-0.92	-0.34	0.78	1.35	0.46	0.23	0.061	-0.51	0.16	1.05
14	1	0.43	-0.38	-1.12	-0.92	-1.15	-1.19	-0.49	0.62	0.84	0.67	1.01	0.95	0.325	0.38	-0.21	-0.08
15	1	1.03	-0.4	-1.25	-0.8	-0.42	-0.94	-1.11	-0.49	-0.19	1.05	0.78	0.27	0.204	0.36	0.28	1.1
16	1	-0.39	-0.59	-0.54	-1.08	-0.63	0.12	-0.05	-0.8	-0.01	0.49	0.41	-0.06	0.099	0.12	0.5	1.09
17	1	-0.05	-0.65	-0.71	-0.28	-0.25	-0.37	0.0	0.06	0.17	0.5	0.0	0.083	-0.19	0.34	0.09	0.27
18	1	0.75	-0.54	-0.97	-0.61	-0.45	-0.08	-0.06	-0.09	-0.52	1.04	0.63	0.32	0.134	0.21	-0.03	-0.01
19	1	0.78	0.45	0.26	-0.22	-0.38	-0.32	-0.55	-0.24	0.63	0.9	-0.01	-0.24	-1.5	-0.4	-0.52	0.24
20	1	0.05	-0.61	-0.48	-0.86	-0.37	-0.2	-0.02	-0.45	0.01	0.29	0.24	0.04	0.173	0.14	0.7	0.75
21	1	0.32	0.32	0.11	-0.52	-1.32	-0.85	-0.36	-0.36	0.11	0.68	0.32	0.09	0.02	0.188	0.25	0.31
22	1	-0.17	-0.51	-0.7	-0.47	-0.07	-0.19	-0.12	-0.17	0.2	0.45	-0.07	0.0	0.159	0.3	0.24	0.66
23	1	-0.02	0.5	-0.25	-0.85	-0.93	-0.62	-1.02	-0.98	0.28	1.0	0.75	0.38	0.05	0.371	0.01	0.76
24	1	0.28	0.45	-1.18	-0.85	-0.33	0.03	-0.09	-0.27	0.24	0.5	0.31	0.35	-0.23	-0.01	0.192	0.0
25	1	-0.26	0.24	0.61	0.34	0.57	-0.09	-0.13	-0.34	-0.46	0.19	0.026	-0.42	-0.17	-0.29	-0.05	-0.14
26	1	1.48	1.43	0.98	0.49	-0.13	-0.55	-0.63	-0.21	-0.07	-0.41	-0.76	-1.03	-0.387	-0.63	-0.42	0.44
27	1	-0.93	-0.93	-0.6	-0.62	-0.4	-0.32	-0.63	-0.65	0.07	1.07	0.37	0.07	0.178	0.18	0.72	1.08
28	1	0.27	0.71	1.37	1.19	0.79	-0.15	-0.77	-1.15	-0.97	-0.05	-0.53	-0.66	-0.151	-0.18	-0.24	0.25
29	1	0.38	0.022	0.027	-0.092	0.156	-0.477	0.194	-0.1	-0.141	-0.131	0.114	0.194	-0.036	-0.017	-0.134	0.0
30	1	-0.652	-2.62	-2.18	-1.57	-1.31	-0.45	0.27	1.2	1.55	0.79	0.24	0.8	0.45	0.553	0.59	1.26
31	1	0.54	-0.73	-1.33	-1.02	-0.6	0.0	-0.58	-1.05	0.01	1.34	1.0	0.39	0.21	0.027	-0.22	0.71
32	1	-0.45	-0.1	1.04	0.44	0.07	0.27	0.17	-0.33	-0.37	0.41	0.17	0.04	-0.078	-0.24	-0.67	-0.76
33	1	-0.091	-1.03	-1.19	-0.75	-0.2	-0.67	-0.41	-0.13	0.48	0.87	0.54	0.41	0.163	0.26	0.24	0.54
34	1	-0.23	-0.8	-1.19	-0.47	-0.05	-0.2	-0.26	-0.49	0.39	0.5	0.45	0.19	0.196	0.16	0.6	0.62
35	1	0.36	-0.67	-1.36	-0.72	-0.47	-0.3	-0.83	-0.46	0.21	0.57	0.5	0.26	0.244	0.35	1.03	0.64
36	1	1.13	0.62	-0.07	-1.29	-1.89	-2.56	-1.01	0.69	1.03	1.12	0.44	-0.1	-0.93	-0.457	0.21	0.9
37	1	-0.31	-0.12	-0.15	-0.53	-0.15	-0.44	-0.85	-0.33	0.55	0.67	0.56	0.17	-0.2	-0.14	0.341	0.0
38	1	0.93	-0.28	-0.2	0.11	-0.33	-0.78	-0.85	0.17	0.92	0.73	0.48	0.33	-0.54	-0.39	-0.89	-0.63
39	1	-0.46	-1.19	-2.23	-1.76	-0.72	0.23	-0.63	-0.95	0.39	2.07	1.43	0.87	0.58	0.16	0.267	0.0
40	1	-0.72	-0.22	-1.09	-0.95	-0.34	-0.13	0.03	-0.26	-0.01	1.12	0.6	0.04	0.07	0.238	0.01	0.57
41	1	-0.6	-0.14	-0.2	-0.64	-0.59	0.02	0.07	-0.4	0.31	0.74	0.19	0.01	-0.23	0.108	0.15	0.29
42	1	-0.85	-1.42	-1.6	-0.79	-0.09	0.12	0.58	1.07	1.37	0.37	-0.08	-0.09	0.07	0.46	0.441	0.0
