301	4	-0.29	0.12	-0.1	0.11	0.21	0.38	0.36	0.85	-0.04	0.16	-0.36	-0.12	-0.0060	0.29	-0.54	-0.6
302	4	0.96	0.63	0.31	0.17	0.45	0.69	0.32	0.02	-0.42	-1.49	-0.78	-0.1	0.17	-0.257	-0.01	-0.25
303	4	0.24	-1.03	-0.57	0.0	-0.06	0.86	0.82	0.1	0.17	-0.8	-0.26	-0.01	0.58	0.143	0.14	-0.11
304	4	-1.41	-1.11	-1.04	0.28	1.26	1.34	0.72	0.36	0.28	-0.9	-0.22	0.32	0.49	0.24	0.173	0.0
305	4	-1.47	-0.29	-0.44	-0.08	0.85	1.26	0.13	-0.15	-0.45	-0.49	-0.1	0.53	1.14	0.71	0.219	0.0
306	4	-0.74	-0.03	-0.58	0.21	1.01	1.1	0.8	0.42	-0.26	-0.67	-0.58	-0.18	0.58	0.34	0.16	-0.79
307	4	-0.74	-0.86	-0.49	0.78	1.11	1.12	0.68	0.04	-0.52	-0.68	-0.07	0.3	0.502	0.63	0.14	-0.29
308	4	-2.44	-1.26	-0.27	0.39	0.89	0.89	0.45	-0.09	-0.41	-0.01	0.61	0.71	0.86	0.29	0.324	0.0
309	4	-0.8	-1.32	-0.53	0.48	0.79	0.8	0.36	0.29	-0.01	-0.82	0.1	0.55	0.72	0.35	0.185	0.0
310	4	-0.65	-0.69	-0.68	-0.05	0.75	0.88	0.79	0.17	-0.44	-0.29	-0.32	0.22	0.386	0.55	0.47	-0.15
311	4	0.88	0.93	0.24	0.01	0.07	0.64	0.49	-0.24	-0.38	-0.76	-0.93	-0.45	-0.04	0.16	0.152	0.0
312	4	-0.18	0.73	0.27	0.02	-0.15	0.59	0.75	-0.53	-0.09	-0.95	-0.82	-0.35	0.56	0.52	0.38	-0.32
313	4	-1.94	-1.77	-0.93	-0.51	0.51	0.82	0.94	0.81	0.6	-0.1	-0.39	-0.32	0.6	0.384	0.87	0.7
314	4	-0.97	-0.52	-0.62	0.12	0.18	0.22	0.54	0.17	-0.04	-0.24	0.17	0.45	0.64	0.133	0.61	0.01
315	4	-0.42	-0.48	-0.87	0.22	0.35	0.86	0.46	0.34	0.01	-0.06	-0.2	0.25	0.3	0.39	0.158	0.0
316	4	-1.37	-1.15	-0.77	0.02	0.64	0.3	0.34	0.08	-0.1	0.06	0.37	0.25	0.68	0.145	0.73	-0.14
317	4	-0.7	-0.36	-0.56	-0.3	0.76	0.2	0.68	0.4	-0.01	-0.44	-0.11	0.17	0.32	0.031	0.2	-0.09
318	4	-0.45	-0.24	-0.22	-0.15	0.25	0.07	0.52	0.33	-0.01	-0.55	-0.4	0.06	0.16	0.149	0.48	0.36
319	4	-1.04	-0.76	-1.53	-0.33	0.47	0.59	0.92	1.13	0.84	-0.55	-0.55	0.17	-0.12	0.17	0.03	0.01
